TRNYEAR,TRNMONTH,TRNDAY,CNT
2018,3,6,419
2018,3,5,339
2018,3,4,68
2018,3,3,71
2018,3,2,405
2018,3,1,373
2018,2,28,583
2018,2,27,484
2018,2,26,514
2018,2,25,28
2018,2,24,84
2018,2,23,375
2018,2,22,342
2018,2,21,301
2018,2,20,436
2018,2,19,476
2018,2,18,62
2018,2,17,168
2018,2,16,442
2018,2,15,408
2018,2,14,240
2018,2,13,212
2018,2,12,275
2018,2,11,49
2018,2,10,37
2018,2,9,244
2018,2,8,229
2018,2,7,286
2018,2,6,279
2018,2,5,249
2018,2,4,15
2018,2,3,55
2018,2,2,310
2018,2,1,205
2018,1,31,460
2018,1,30,388
2018,1,29,332
2018,1,28,30
2018,1,27,148
2018,1,26,311
2018,1,25,382
2018,1,24,279
2018,1,23,392
2018,1,22,330
2018,1,21,18
2018,1,20,76
2018,1,19,411
2018,1,18,184
2018,1,17,114
2018,1,16,142
2018,1,15,190
2018,1,14,43
2018,1,13,77
2018,1,12,349
2018,1,11,274
2018,1,10,272
2018,1,9,266
2018,1,8,178
2018,1,7,45
2018,1,6,88
2018,1,5,255
2018,1,4,302
2018,1,3,253
2018,1,2,207
2017,12,30,72
2017,12,29,581
2017,12,28,255
2017,12,27,359
2017,12,26,81
2017,12,23,64
2017,12,22,455
2017,12,21,388
2017,12,20,292
2017,12,19,455
2017,12,18,279
2017,12,17,55
2017,12,16,113
2017,12,15,510
2017,12,14,347
2017,12,13,412
2017,12,12,387
2017,12,11,361
2017,12,10,51
2017,12,9,65
2017,12,8,67
2017,12,7,506
2017,12,6,294
2017,12,5,304
2017,12,4,504
2017,12,3,72
2017,12,2,123
2017,12,1,370
2017,11,30,463
2017,11,29,378
2017,11,28,364
2017,11,27,403
2017,11,26,45
2017,11,25,82
2017,11,24,124
2017,11,23,2
2017,11,22,439
2017,11,21,474
2017,11,20,437
2017,11,19,55
2017,11,18,214
2017,11,17,339
2017,11,16,446
2017,11,15,385
2017,11,14,332
2017,11,13,204
2017,11,12,89
2017,11,11,123
2017,11,10,303
2017,11,9,241
2017,11,8,223
2017,11,7,194
2017,11,6,83
2017,11,4,120
2017,11,3,225
2017,11,2,170
2017,11,1,99
2017,10,31,295
2017,10,30,303
2017,10,29,68
2017,10,28,53
2017,10,27,438
2017,10,26,427
2017,10,25,358
2017,10,24,330
2017,10,23,319
2017,10,22,21
2017,10,21,77
2017,10,20,359
2017,10,19,423
2017,10,18,325
2017,10,17,440
2017,10,16,360
2017,10,15,36
2017,10,14,68
2017,10,13,339
2017,10,12,269
2017,10,11,332
2017,10,10,303
2017,10,9,417
2017,10,8,24
2017,10,7,83
2017,10,6,425
2017,10,5,392
2017,10,4,412
2017,10,3,391
2017,10,2,264
2017,10,1,33
2017,9,30,122
2017,9,29,451
2017,9,28,484
2017,9,27,331
2017,9,26,365
2017,9,25,395
2017,9,24,31
2017,9,23,90
2017,9,22,471
2017,9,21,448
2017,9,20,286
2017,9,19,376
2017,9,18,381
2017,9,17,37
2017,9,16,76
2017,9,15,522
2017,9,14,426
2017,9,13,358
2017,9,12,405
2017,9,11,254
2017,9,10,43
2017,9,9,74
2017,9,8,425
2017,9,7,439
2017,9,6,308
2017,9,5,384
2017,9,4,128
2017,9,3,48
2017,9,2,109
2017,9,1,418
2017,8,31,549
2017,8,30,447
2017,8,29,245
2017,8,28,466
2017,8,27,131
2017,8,26,412
2017,8,25,442
2017,8,24,466
2017,8,23,420
2017,8,22,510
2017,8,21,599
2017,8,20,38
2017,8,19,46
2017,8,18,411
2017,8,17,426
2017,8,16,437
2017,8,15,317
2017,8,14,449
2017,8,13,31
2017,8,12,104
2017,8,11,387
2017,8,10,466
2017,8,9,420
2017,8,8,305
2017,8,7,363
2017,8,6,59
2017,8,5,93
2017,8,4,494
2017,8,3,504
2017,8,2,315
2017,8,1,302
2017,7,31,591
2017,7,30,44
2017,7,29,246
2017,7,28,299
2017,7,27,558
2017,7,26,364
2017,7,25,565
2017,7,24,535
2017,7,23,40
2017,7,22,81
2017,7,21,601
2017,7,20,500
2017,7,19,479
2017,7,18,357
2017,7,17,534
2017,7,16,47
2017,7,15,97
2017,7,14,502
2017,7,13,419
2017,7,12,541
2017,7,11,398
2017,7,10,368
2017,7,9,36
2017,7,8,91
2017,7,7,338
2017,7,6,421
2017,7,5,234
2017,7,3,162
2017,7,2,20
2017,7,1,101
2017,6,30,546
2017,6,29,390
2017,6,28,548
2017,6,27,431
2017,6,26,611
2017,6,25,24
2017,6,24,165
2017,6,23,481
2017,6,22,514
2017,6,21,539
2017,6,20,506
2017,6,19,260
2017,6,17,83
2017,6,16,381
2017,6,15,473
2017,6,14,339
2017,6,13,368
2017,6,12,443
2017,6,11,93
2017,6,10,199
2017,6,9,447
2017,6,8,450
2017,6,7,446
2017,6,6,255
2017,6,5,367
2017,6,4,46
2017,6,3,96
2017,6,2,407
2017,6,1,284
2017,5,31,570
2017,5,30,696
2017,5,29,174
2017,5,28,71
2017,5,27,154
2017,5,26,402
2017,5,25,510
2017,5,24,463
2017,5,23,352
2017,5,22,477
2017,5,21,67
2017,5,20,171
2017,5,19,480
2017,5,18,380
2017,5,17,454
2017,5,16,357
2017,5,15,379
2017,5,14,36
2017,5,13,149
2017,5,12,503
2017,5,11,408
2017,5,10,467
2017,5,9,347
2017,5,8,344
2017,5,7,37
2017,5,6,90
2017,5,5,494
2017,5,4,440
2017,5,3,317
2017,5,2,324
2017,5,1,249
2017,4,30,65
2017,4,29,179
2017,4,28,567
2017,4,27,421
2017,4,26,447
2017,4,25,433
2017,4,24,585
2017,4,23,79
2017,4,22,159
2017,4,21,449
2017,4,20,415
2017,4,19,424
2017,4,18,340
2017,4,17,500
2017,4,15,91
2017,4,14,392
2017,4,13,364
2017,4,12,309
2017,4,11,342
2017,4,10,444
2017,4,9,74
2017,4,8,63
2017,4,7,378
2017,4,6,306
2017,4,5,45
2017,4,4,361
2017,4,3,271
2017,4,2,35
2017,4,1,87
2017,3,31,520
2017,3,30,384
2017,3,29,464
2017,3,28,347
2017,3,27,295
2017,3,26,47
2017,3,25,132
2017,3,24,371
2017,3,23,330
2017,3,22,317
2017,3,21,324
2017,3,20,295
2017,3,19,19
2017,3,18,86
2017,3,17,468
2017,3,16,415
2017,3,15,348
2017,3,14,357
2017,3,13,370
2017,3,12,104
2017,3,11,146
2017,3,10,360
2017,3,9,371
2017,3,8,312
2017,3,7,382
2017,3,6,312
2017,3,5,36
2017,3,4,95
2017,3,3,388
2017,3,2,324
2017,3,1,250
2017,2,28,382
2017,2,27,403
2017,2,26,14
2017,2,25,85
2017,2,24,329
2017,2,23,310
2017,2,22,374
2017,2,21,420
2017,2,20,339
2017,2,19,95
2017,2,18,209
2017,2,17,367
2017,2,16,347
2017,2,15,367
2017,2,14,298
2017,2,13,294
2017,2,12,12
2017,2,11,61
2017,2,10,414
2017,2,9,242
2017,2,8,388
2017,2,7,172
2017,2,6,250
2017,2,5,6
2017,2,4,90
2017,2,3,363
2017,2,2,393
2017,2,1,270
2017,1,31,389
2017,1,30,290
2017,1,29,4
2017,1,28,61
2017,1,27,331
2017,1,26,310
2017,1,25,319
2017,1,24,314
2017,1,23,283
2017,1,22,2
2017,1,21,100
2017,1,20,374
2017,1,19,310
2017,1,18,351
2017,1,17,237
2017,1,16,290
2017,1,15,7
2017,1,14,58
2017,1,13,293
2017,1,12,272
2017,1,11,237
2017,1,10,286
2017,1,9,310
2017,1,8,3
2017,1,7,12
2017,1,6,166
2017,1,5,230
2017,1,4,224
2017,1,3,294
2017,1,2,54
2016,12,31,50
2016,12,30,339
2016,12,29,385
2016,12,28,364
2016,12,27,389
2016,12,26,146
2016,12,24,30
2016,12,23,116
2016,12,22,458
2016,12,21,400
2016,12,20,562
2016,12,19,425
2016,12,17,100
2016,12,16,339
2016,12,15,288
2016,12,14,407
2016,12,13,368
2016,12,12,302
2016,12,11,17
2016,12,10,99
2016,12,9,344
2016,12,8,454
2016,12,7,409
2016,12,6,280
2016,12,5,420
2016,12,3,141
2016,12,2,126
2016,12,1,101
2016,11,30,458
2016,11,29,397
2016,11,28,329
2016,11,26,129
2016,11,25,91
2016,11,23,297
2016,11,22,414
2016,11,21,391
2016,11,20,55
2016,11,19,249
2016,11,18,403
2016,11,17,436
2016,11,16,325
2016,11,15,348
2016,11,14,225
2016,11,12,100
2016,11,11,411
2016,11,10,311
2016,11,9,333
2016,11,8,236
2016,11,7,365
2016,11,5,70
2016,11,4,256
2016,11,3,285
2016,11,2,360
2016,11,1,255
2016,10,31,309
2016,10,29,75
2016,10,28,296
2016,10,27,361
2016,10,26,436
2016,10,25,347
2016,10,24,262
2016,10,22,74
2016,10,21,343
2016,10,20,393
2016,10,19,328
2016,10,18,311
2016,10,17,334
2016,10,15,64
2016,10,14,216
2016,10,13,395
2016,10,12,308
2016,10,11,311
2016,10,10,208
2016,10,8,46
2016,10,7,339
2016,10,6,280
2016,10,5,339
2016,10,4,252
2016,10,3,188
2016,10,1,65
2016,9,31,1
2016,9,30,445
2016,9,29,356
2016,9,28,306
2016,9,27,510
2016,9,26,351
2016,9,25,1
2016,9,24,82
2016,9,23,332
2016,9,22,390
2016,9,21,322
2016,9,20,419
2016,9,19,330
2016,9,18,1
2016,9,17,92
2016,9,16,279
2016,9,15,334
2016,9,14,336
2016,9,13,514
2016,9,12,337
2016,9,11,8
2016,9,10,90
2016,9,9,362
2016,9,8,402
2016,9,7,391
2016,9,6,229
2016,9,5,85
2016,9,4,12
2016,9,3,128
2016,9,2,292
2016,9,1,301
2016,8,31,574
2016,8,30,436
2016,8,29,474
2016,8,28,139
2016,8,27,139
2016,8,26,528
2016,8,25,576
2016,8,24,335
2016,8,23,423
2016,8,22,252
2016,8,20,58
2016,8,19,514
2016,8,18,454
2016,8,17,460
2016,8,16,346
2016,8,15,360
2016,8,13,118
2016,8,12,419
2016,8,11,344
2016,8,10,291
2016,8,9,424
2016,8,8,219
2016,8,7,1
2016,8,6,86
2016,8,5,279
2016,8,4,283
2016,8,3,312
2016,8,2,228
2016,8,1,276
2016,7,29,308
2016,7,28,491
2016,7,27,450
2016,7,26,343
2016,7,25,403
2016,7,24,1
2016,7,23,123
2016,7,22,384
2016,7,21,376
2016,7,20,325
2016,7,19,323
2016,7,18,486
2016,7,16,123
2016,7,15,436
2016,7,14,451
2016,7,13,450
2016,7,12,312
2016,7,11,545
2016,7,9,93
2016,7,8,509
2016,7,7,440
2016,7,6,300
2016,7,5,363
2016,7,2,122
2016,7,1,321
2016,6,31,1
2016,6,30,703
2016,6,29,523
2016,6,28,364
2016,6,27,576
2016,6,26,19
2016,6,25,137
2016,6,24,371
2016,6,23,382
2016,6,22,350
2016,6,21,547
2016,6,20,637
2016,6,19,5
2016,6,18,122
2016,6,17,378
2016,6,16,459
2016,6,15,411
2016,6,14,338
2016,6,13,387
2016,6,12,29
2016,6,11,135
2016,6,10,652
2016,6,9,368
2016,6,8,399
2016,6,7,393
2016,6,6,514
2016,6,5,2
2016,6,4,93
2016,6,3,404
2016,6,2,410
2016,6,1,290
2016,5,31,544
2016,5,30,270
2016,5,29,96
2016,5,28,168
2016,5,27,533
2016,5,26,362
2016,5,25,465
2016,5,24,396
2016,5,23,438
2016,5,22,45
2016,5,21,198
2016,5,20,479
2016,5,19,437
2016,5,18,435
2016,5,17,516
2016,5,16,431
2016,5,15,32
2016,5,14,97
2016,5,13,413
2016,5,12,336
2016,5,11,446
2016,5,10,381
2016,5,9,352
2016,5,7,106
2016,5,6,423
2016,5,5,457
2016,5,4,279
2016,5,3,407
2016,5,2,400
2016,5,1,30
2016,4,31,31
2016,4,30,154
2016,4,29,560
2016,4,28,450
2016,4,27,534
2016,4,26,383
2016,4,25,453
2016,4,24,42
2016,4,23,185
2016,4,22,302
2016,4,21,340
2016,4,20,392
2016,4,19,218
2016,4,18,359
2016,4,17,35
2016,4,16,102
2016,4,15,415
2016,4,14,333
2016,4,13,228
2016,4,12,311
2016,4,11,335
2016,4,10,99
2016,4,9,188
2016,4,8,325
2016,4,7,288
2016,4,6,358
2016,4,5,270
2016,4,4,404
2016,4,3,23
2016,4,2,89
2016,4,1,229
2016,3,31,486
2016,3,30,384
2016,3,29,312
2016,3,28,412
2016,3,27,14
2016,3,26,83
2016,3,25,331
2016,3,24,332
2016,3,23,313
2016,3,22,308
2016,3,21,240
2016,3,20,38
2016,3,19,99
2016,3,18,333
2016,3,17,308
2016,3,16,323
2016,3,15,231
2016,3,14,246
2016,3,13,33
2016,3,12,96
2016,3,11,386
2016,3,10,370
2016,3,9,355
2016,3,8,254
2016,3,7,418
2016,3,6,49
2016,3,5,131
2016,3,4,272
2016,3,3,306
2016,3,2,227
2016,3,1,245
2016,2,30,26
2016,2,29,320
2016,2,28,3
2016,2,27,103
2016,2,26,288
2016,2,25,303
2016,2,24,349
2016,2,23,262
2016,2,22,184
2016,2,21,51
2016,2,20,139
2016,2,19,314
2016,2,18,233
2016,2,17,218
2016,2,16,214
2016,2,15,190
2016,2,13,65
2016,2,12,272
2016,2,11,187
2016,2,10,265
2016,2,9,142
2016,2,8,309
2016,2,6,61
2016,2,5,291
2016,2,4,369
2016,2,3,168
2016,2,2,224
2016,2,1,132
2016,1,30,41
2016,1,29,421
2016,1,28,283
2016,1,27,164
2016,1,26,256
2016,1,25,309
2016,1,24,1
2016,1,23,22
2016,1,22,116
2016,1,21,383
2016,1,20,200
2016,1,19,255
2016,1,18,193
2016,1,17,5
2016,1,16,50
2016,1,15,169
2016,1,14,244
2016,1,13,237
2016,1,12,116
2016,1,11,206
2016,1,9,65
2016,1,8,209
2016,1,7,227
2016,1,6,195
2016,1,5,179
2016,1,4,201
2016,1,2,120
2016,1,1,3
2015,12,31,164
2015,12,30,392
2015,12,29,269
2015,12,28,281
2015,12,27,5
2015,12,26,260
2015,12,25,1
2015,12,24,40
2015,12,23,250
2015,12,22,380
2015,12,21,266
2015,12,19,222
2015,12,18,425
2015,12,17,425
2015,12,16,384
2015,12,15,380
2015,12,14,302
2015,12,13,14
2015,12,12,226
2015,12,11,425
2015,12,10,461
2015,12,9,436
2015,12,8,283
2015,12,7,400
2015,12,5,152
2015,12,4,89
2015,12,3,82
2015,12,2,284
2015,12,1,209
2015,11,31,15
2015,11,30,433
2015,11,29,3
2015,11,28,103
2015,11,27,138
2015,11,26,9
2015,11,25,278
2015,11,24,283
2015,11,23,311
2015,11,22,3
2015,11,21,79
2015,11,20,337
2015,11,19,292
2015,11,18,240
2015,11,17,296
2015,11,16,179
2015,11,14,96
2015,11,13,421
2015,11,12,191
2015,11,11,337
2015,11,10,339
2015,11,9,178
2015,11,7,85
2015,11,6,225
2015,11,5,324
2015,11,4,257
2015,11,3,168
2015,11,2,242
2015,11,1,60
2015,10,30,3
2015,10,29,266
2015,10,28,363
2015,10,27,306
2015,10,26,372
2015,10,24,70
2015,10,23,280
2015,10,22,232
2015,10,21,408
2015,10,20,287
2015,10,19,253
2015,10,17,44
2015,10,16,281
2015,10,15,261
2015,10,14,227
2015,10,13,225
2015,10,12,190
2015,10,10,71
2015,10,9,297
2015,10,8,210
2015,10,7,256
2015,10,6,257
2015,10,5,269
2015,10,3,27
2015,10,2,285
2015,10,1,173
2015,9,31,6
2015,9,30,506
2015,9,29,336
2015,9,28,464
2015,9,26,80
2015,9,25,245
2015,9,24,459
2015,9,23,431
2015,9,22,298
2015,9,21,166
2015,9,19,81
2015,9,18,174
2015,9,17,398
2015,9,16,255
2015,9,15,213
2015,9,14,298
2015,9,12,78
2015,9,11,360
2015,9,10,285
2015,9,9,359
2015,9,8,331
2015,9,7,101
2015,9,6,11
2015,9,5,107
2015,9,4,347
2015,9,3,240
2015,9,2,351
2015,9,1,281
2015,8,31,648
2015,8,30,61
2015,8,29,244
2015,8,28,660
2015,8,27,387
2015,8,26,407
2015,8,25,500
2015,8,24,379
2015,8,23,6
2015,8,22,77
2015,8,21,446
2015,8,20,446
2015,8,19,315
2015,8,18,345
2015,8,17,256
2015,8,16,1
2015,8,15,71
2015,8,14,470
2015,8,13,271
2015,8,12,370
2015,8,11,213
2015,8,10,227
2015,8,9,4
2015,8,8,76
2015,8,7,404
2015,8,6,394
2015,8,5,295
2015,8,4,397
2015,8,3,242
2015,8,2,2
2015,8,1,112
2015,7,31,363
2015,7,30,316
2015,7,29,408
2015,7,28,299
2015,7,27,289
2015,7,26,15
2015,7,25,59
2015,7,24,310
2015,7,23,319
2015,7,22,275
2015,7,21,348
2015,7,20,229
2015,7,19,3
2015,7,18,67
2015,7,17,240
2015,7,16,291
2015,7,15,346
2015,7,14,490
2015,7,13,206
2015,7,12,6
2015,7,11,90
2015,7,10,451
2015,7,9,302
2015,7,8,386
2015,7,7,301
2015,7,6,266
2015,7,5,6
2015,7,3,130
2015,7,2,509
2015,7,1,261
2015,6,30,533
2015,6,29,396
2015,6,28,27
2015,6,27,93
2015,6,26,401
2015,6,25,316
2015,6,24,576
2015,6,23,325
2015,6,22,365
2015,6,21,3
2015,6,20,70
2015,6,19,387
2015,6,18,332
2015,6,17,363
2015,6,16,443
2015,6,15,397
2015,6,14,22
2015,6,13,106
2015,6,12,423
2015,6,11,428
2015,6,10,279
2015,6,9,427
2015,6,8,336
2015,6,7,12
2015,6,6,117
2015,6,5,383
2015,6,4,378
2015,6,3,506
2015,6,2,283
2015,6,1,169
2015,5,31,66
2015,5,30,262
2015,5,29,692
2015,5,28,527
2015,5,27,530
2015,5,26,388
2015,5,25,132
2015,5,24,61
2015,5,23,106
2015,5,22,422
2015,5,21,491
2015,5,20,462
2015,5,19,446
2015,5,18,515
2015,5,17,31
2015,5,16,105
2015,5,15,407
2015,5,14,536
2015,5,13,370
2015,5,12,602
2015,5,11,365
2015,5,9,100
2015,5,8,335
2015,5,7,443
2015,5,6,413
2015,5,5,277
2015,5,4,433
2015,5,3,54
2015,5,2,76
2015,5,1,249
2015,4,31,6
2015,4,30,449
2015,4,29,360
2015,4,28,318
2015,4,27,337
2015,4,26,17
2015,4,25,60
2015,4,24,332
2015,4,23,406
2015,4,22,460
2015,4,21,325
2015,4,20,308
2015,4,19,35
2015,4,18,57
2015,4,17,339
2015,4,16,328
2015,4,15,332
2015,4,14,237
2015,4,13,385
2015,4,12,91
2015,4,11,160
2015,4,10,374
2015,4,9,319
2015,4,8,227
2015,4,7,353
2015,4,6,295
2015,4,4,87
2015,4,3,214
2015,4,2,241
2015,4,1,354
2015,3,31,386
2015,3,30,439
2015,3,29,31
2015,3,28,91
2015,3,27,326
2015,3,26,308
2015,3,25,328
2015,3,24,222
2015,3,23,248
2015,3,22,23
2015,3,21,46
2015,3,20,43
2015,3,19,271
2015,3,18,236
2015,3,17,304
2015,3,16,214
2015,3,15,18
2015,3,14,49
2015,3,13,281
2015,3,12,214
2015,3,11,230
2015,3,10,210
2015,3,9,255
2015,3,8,60
2015,3,7,116
2015,3,6,279
2015,3,5,137
2015,3,4,165
2015,3,3,164
2015,3,2,268
2015,3,1,6
2015,2,28,58
2015,2,27,474
2015,2,26,177
2015,2,25,128
2015,2,24,186
2015,2,23,117
2015,2,22,5
2015,2,21,58
2015,2,20,220
2015,2,19,248
2015,2,18,253
2015,2,17,223
2015,2,16,239
2015,2,15,1
2015,2,14,41
2015,2,13,261
2015,2,12,256
2015,2,11,213
2015,2,10,153
2015,2,9,246
2015,2,8,9
2015,2,7,61
2015,2,6,269
2015,2,5,227
2015,2,4,151
2015,2,3,232
2015,2,2,136
2015,2,1,6
2015,1,31,53
2015,1,30,343
2015,1,29,204
2015,1,28,289
2015,1,27,202
2015,1,26,323
2015,1,25,1
2015,1,24,33
2015,1,23,265
2015,1,22,239
2015,1,21,255
2015,1,20,243
2015,1,19,341
2015,1,18,4
2015,1,17,42
2015,1,16,211
2015,1,15,174
2015,1,14,193
2015,1,13,256
2015,1,12,207
2015,1,11,3
2015,1,10,39
2015,1,9,270
2015,1,8,203
2015,1,7,53
2015,1,6,39
2015,1,5,21
2015,1,4,8
2015,1,3,56
2015,1,2,12
2015,1,1,5
2014,12,31,182
2014,12,30,283
2014,12,29,226
2014,12,28,8
2014,12,27,113
2014,12,26,195
2014,12,24,18
2014,12,23,244
2014,12,22,326
2014,12,21,16
2014,12,20,196
2014,12,19,292
2014,12,18,232
2014,12,17,274
2014,12,16,275
2014,12,15,269
2014,12,14,17
2014,12,13,117
2014,12,12,251
2014,12,11,175
2014,12,10,221
2014,12,9,244
2014,12,8,168
2014,12,7,30
2014,12,6,147
2014,12,5,408
2014,12,4,217
2014,12,3,218
2014,12,2,283
2014,12,1,107
2014,11,31,3
2014,11,30,18
2014,11,29,77
2014,11,28,76
2014,11,26,123
2014,11,25,221
2014,11,24,235
2014,11,23,21
2014,11,22,88
2014,11,21,334
2014,11,20,442
2014,11,19,249
2014,11,18,207
2014,11,17,313
2014,11,16,21
2014,11,15,71
2014,11,14,234
2014,11,13,355
2014,11,12,451
2014,11,11,207
2014,11,10,225
2014,11,9,23
2014,11,8,119
2014,11,7,435
2014,11,6,256
2014,11,5,217
2014,11,4,212
2014,11,3,202
2014,11,2,9
2014,11,1,68
2014,10,31,224
2014,10,30,324
2014,10,29,237
2014,10,28,205
2014,10,27,230
2014,10,26,10
2014,10,25,36
2014,10,24,209
2014,10,23,179
2014,10,22,408
2014,10,21,101
2014,10,20,126
2014,10,19,10
2014,10,18,31
2014,10,17,286
2014,10,16,391
2014,10,15,242
2014,10,14,123
2014,10,13,130
2014,10,12,5
2014,10,11,33
2014,10,10,231
2014,10,9,234
2014,10,8,189
2014,10,7,149
2014,10,6,170
2014,10,5,4
2014,10,4,49
2014,10,3,310
2014,10,2,257
2014,10,1,180
2014,9,30,235
2014,9,29,177
2014,9,28,41
2014,9,27,64
2014,9,26,379
2014,9,25,267
2014,9,24,241
2014,9,23,220
2014,9,22,309
2014,9,21,18
2014,9,20,68
2014,9,19,257
2014,9,18,357
2014,9,17,173
2014,9,16,287
2014,9,15,167
2014,9,14,17
2014,9,13,80
2014,9,12,514
2014,9,11,354
2014,9,10,255
2014,9,9,224
2014,9,8,237
2014,9,7,12
2014,9,6,58
2014,9,5,214
2014,9,4,155
2014,9,3,309
2014,9,2,142
2014,9,1,75
2014,8,31,30
2014,8,30,102
2014,8,29,400
2014,8,28,500
2014,8,27,413
2014,8,26,354
2014,8,25,294
2014,8,24,12
2014,8,23,77
2014,8,22,320
2014,8,21,290
2014,8,20,354
2014,8,19,147
2014,8,18,284
2014,8,17,5
2014,8,16,87
2014,8,15,218
2014,8,14,328
2014,8,13,259
2014,8,12,373
2014,8,11,304
2014,8,10,10
2014,8,9,65
2014,8,8,460
2014,8,7,298
2014,8,6,351
2014,8,5,387
2014,8,4,192
2014,8,3,11
2014,8,2,72
2014,8,1,193
2014,7,31,311
2014,7,30,375
2014,7,29,318
2014,7,28,294
2014,7,27,11
2014,7,26,78
2014,7,25,345
2014,7,24,212
2014,7,23,315
2014,7,22,357
2014,7,21,207
2014,7,20,4
2014,7,19,101
2014,7,18,422
2014,7,17,389
2014,7,16,373
2014,7,15,355
2014,7,14,375
2014,7,13,8
2014,7,12,84
2014,7,11,456
2014,7,10,336
2014,7,9,428
2014,7,8,428
2014,7,7,338
2014,7,6,19
2014,7,5,79
2014,7,4,83
2014,7,3,215
2014,7,2,385
2014,7,1,324
2014,6,30,399
2014,6,29,28
2014,6,28,124
2014,6,27,661
2014,6,26,355
2014,6,25,250
2014,6,24,454
2014,6,23,402
2014,6,22,12
2014,6,21,108
2014,6,20,306
2014,6,19,275
2014,6,18,375
2014,6,17,446
2014,6,16,313
2014,6,15,18
2014,6,14,150
2014,6,13,459
2014,6,12,270
2014,6,11,471
2014,6,10,481
2014,6,9,415
2014,6,8,34
2014,6,7,111
2014,6,6,319
2014,6,5,408
2014,6,4,377
2014,6,3,299
2014,6,2,219
2014,6,1,53
2014,5,31,165
2014,5,30,469
2014,5,29,507
2014,5,28,248
2014,5,27,335
2014,5,26,102
2014,5,25,45
2014,5,24,134
2014,5,23,303
2014,5,22,489
2014,5,21,409
2014,5,20,303
2014,5,19,318
2014,5,18,34
2014,5,17,102
2014,5,16,428
2014,5,15,398
2014,5,14,404
2014,5,13,403
2014,5,12,382
2014,5,11,9
2014,5,10,78
2014,5,9,378
2014,5,8,275
2014,5,7,306
2014,5,6,468
2014,5,5,318
2014,5,4,36
2014,5,3,80
2014,5,2,273
2014,5,1,253
2014,4,31,3
2014,4,30,309
2014,4,29,212
2014,4,28,256
2014,4,27,24
2014,4,26,101
2014,4,25,448
2014,4,24,395
2014,4,23,362
2014,4,22,311
2014,4,21,509
2014,4,19,98
2014,4,18,356
2014,4,17,327
2014,4,16,310
2014,4,15,255
2014,4,14,447
2014,4,13,23
2014,4,12,101
2014,4,11,338
2014,4,10,252
2014,4,9,274
2014,4,8,258
2014,4,7,211
2014,4,6,24
2014,4,5,87
2014,4,4,246
2014,4,3,264
2014,4,2,243
2014,4,1,298
2014,3,31,395
2014,3,30,28
2014,3,29,102
2014,3,28,165
2014,3,27,191
2014,3,26,228
2014,3,25,307
2014,3,24,255
2014,3,23,36
2014,3,22,108
2014,3,21,262
2014,3,20,246
2014,3,19,180
2014,3,18,236
2014,3,17,207
2014,3,16,22
2014,3,15,85
2014,3,14,325
2014,3,13,252
2014,3,12,322
2014,3,11,231
2014,3,10,315
2014,3,9,55
2014,3,8,106
2014,3,7,212
2014,3,6,238
2014,3,5,236
2014,3,4,246
2014,3,3,205
2014,3,2,45
2014,3,1,112
2014,2,28,412
2014,2,27,236
2014,2,26,239
2014,2,25,208
2014,2,24,255
2014,2,23,8
2014,2,22,71
2014,2,21,312
2014,2,20,234
2014,2,19,378
2014,2,18,285
2014,2,17,296
2014,2,15,42
2014,2,14,187
2014,2,13,138
2014,2,12,91
2014,2,11,312
2014,2,10,318
2014,2,9,3
2014,2,8,38
2014,2,7,106
2014,2,6,244
2014,2,5,223
2014,2,4,164
2014,2,3,181
2014,2,2,2
2014,2,1,33
2014,1,31,328
2014,1,30,89
2014,1,29,6
2014,1,28,28
2014,1,27,254
2014,1,26,2
2014,1,25,25
2014,1,24,227
2014,1,23,183
2014,1,22,284
2014,1,21,284
2014,1,20,174
2014,1,19,1
2014,1,18,68
2014,1,17,230
2014,1,16,261
2014,1,15,376
2014,1,14,226
2014,1,13,168
2014,1,12,5
2014,1,11,75
2014,1,10,156
2014,1,9,274
2014,1,8,243
2014,1,7,210
2014,1,6,214
2014,1,5,7
2014,1,4,138
2014,1,3,98
2014,1,2,7
2014,1,1,9
2013,12,31,266
2013,12,30,214
2013,12,29,29
2013,12,28,130
2013,12,27,333
2013,12,26,409
2013,12,23,425
2013,12,22,18
2013,12,21,140
2013,12,20,223
2013,12,19,254
2013,12,18,429
2013,12,17,227
2013,12,16,270
2013,12,15,26
2013,12,14,95
2013,12,13,293
2013,12,12,361
2013,12,11,285
2013,12,10,297
2013,12,9,206
2013,12,8,3
2013,12,7,128
2013,12,6,349
2013,12,5,254
2013,12,4,290
2013,12,3,183
2013,12,2,285
2013,12,1,4
2013,11,31,3
2013,11,30,100
2013,11,29,91
2013,11,27,127
2013,11,26,248
2013,11,25,216
2013,11,24,15
2013,11,23,113
2013,11,22,327
2013,11,21,379
2013,11,20,194
2013,11,19,243
2013,11,18,270
2013,11,17,6
2013,11,16,86
2013,11,15,263
2013,11,14,295
2013,11,13,256
2013,11,12,292
2013,11,11,226
2013,11,10,6
2013,11,9,175
2013,11,8,496
2013,11,7,234
2013,11,6,286
2013,11,5,329
2013,11,4,281
2013,11,3,14
2013,11,2,98
2013,11,1,133
2013,10,31,253
2013,10,30,166
2013,10,29,265
2013,10,28,205
2013,10,27,1
2013,10,26,53
2013,10,25,269
2013,10,24,185
2013,10,23,259
2013,10,22,269
2013,10,21,286
2013,10,20,5
